kpi_id,dashboard,kpi_name,kpi_description,requirement_group,kpi_category,source_module,mart_table,mart_column,column_role,logic
K_TT_67_RATIO,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Tỷ lệ % đơn thư Khiếu nại,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_67 / (K_TT_67 + K_TT_68 + K_TT_69 + K_TT_70) × 100%
K_TT_68,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Tố cáo,Đếm đơn Tố cáo theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Complaint Petition Dimension Id,MEASURE,COUNT
K_TT_68,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Tố cáo,Đếm đơn Tố cáo theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Submission Date Dimension Id,FILTER,YEAR = selected year
K_TT_68,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Tố cáo,Đếm đơn Tố cáo theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Submission Date Dimension Id,JOIN_KEY,GROUP BY MONTH
K_TT_68,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Tố cáo,Đếm đơn Tố cáo theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Petition Type Dimension Id,FILTER,= Classification Code 'TO_CAO' via scheme TT_PETITION_TYPE
K_TT_68_RATIO,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Tỷ lệ % đơn thư Tố cáo,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_68 / (K_TT_67 + K_TT_68 + K_TT_69 + K_TT_70) × 100%
K_TT_69,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Phản ánh,Đếm đơn Phản ánh theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Complaint Petition Dimension Id,MEASURE,COUNT
K_TT_69,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Phản ánh,Đếm đơn Phản ánh theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Submission Date Dimension Id,FILTER,YEAR = selected year
K_TT_69,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Phản ánh,Đếm đơn Phản ánh theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Submission Date Dimension Id,JOIN_KEY,GROUP BY MONTH
K_TT_69,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Phản ánh,Đếm đơn Phản ánh theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Petition Type Dimension Id,FILTER,= Classification Code 'PHAN_ANH' via scheme TT_PETITION_TYPE
K_TT_69_RATIO,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Tỷ lệ % đơn thư Phản ánh,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_69 / (K_TT_67 + K_TT_68 + K_TT_69 + K_TT_70) × 100%
K_TT_70,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Kiến nghị,Đếm đơn Kiến nghị theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Complaint Petition Dimension Id,MEASURE,COUNT
K_TT_70,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Kiến nghị,Đếm đơn Kiến nghị theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Submission Date Dimension Id,FILTER,YEAR = selected year
K_TT_70,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Kiến nghị,Đếm đơn Kiến nghị theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Submission Date Dimension Id,JOIN_KEY,GROUP BY MONTH
K_TT_70,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Kiến nghị,Đếm đơn Kiến nghị theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Petition Type Dimension Id,FILTER,= Classification Code 'KIEN_NGHI' via scheme TT_PETITION_TYPE
K_TT_70_RATIO,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Tỷ lệ % đơn thư Kiến nghị,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_70 / (K_TT_67 + K_TT_68 + K_TT_69 + K_TT_70) × 100%
K_TT_71,Dashboard Tình hình Đơn thư >> Danh sách,Mã đơn,Mã đơn thư,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Complaint Petition Dimension,Complaint Petition Code,SLICER,Display text
K_TT_72,Dashboard Tình hình Đơn thư >> Danh sách,Loại đơn,Loại đơn,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Petition Type Dimension Id,SLICER,Classification Name via scheme TT_PETITION_TYPE
K_TT_73,Dashboard Tình hình Đơn thư >> Danh sách,Đối tượng,Tên tổ chức/cá nhân gửi đơn,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Complaint Petition Dimension,Complainant Name,SLICER,Display text
K_TT_74,Dashboard Tình hình Đơn thư >> Danh sách,Trạng thái,Trạng thái đơn thư,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Petition Status Dimension Id,SLICER,Classification Name via scheme TT_PETITION_STATUS
K_TT_75,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm của CTĐC tổ chức chào bán chứng khoán,Đếm số QĐXP thuộc loại hình xử lý vi phạm CTĐC/tổ chức chào bán CK theo biểu TT01,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_75,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm của CTĐC tổ chức chào bán chứng khoán,Đếm số QĐXP thuộc loại hình xử lý vi phạm CTĐC/tổ chức chào bán CK theo biểu TT01,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_75,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm của CTĐC tổ chức chào bán chứng khoán,Đếm số QĐXP thuộc loại hình xử lý vi phạm CTĐC/tổ chức chào bán CK theo biểu TT01,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_CTDC_TCCBCK>' via scheme TT_VIOLATION_TYPE
K_TT_76,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm của CTĐC tổ chức chào bán chứng khoán,Tổng tiền phạt (triệu VNĐ) loại hình #1,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Penalty Amount,MEASURE,SUM / 1_000_000 (display triệu VNĐ)
K_TT_76,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm của CTĐC tổ chức chào bán chứng khoán,Tổng tiền phạt (triệu VNĐ) loại hình #1,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_76,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm của CTĐC tổ chức chào bán chứng khoán,Tổng tiền phạt (triệu VNĐ) loại hình #1,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_CTDC_TCCBCK>' via scheme TT_VIOLATION_TYPE
K_TT_77,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm của CTCK,Đếm số QĐXP loại hình #2,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_77,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm của CTCK,Đếm số QĐXP loại hình #2,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_77,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm của CTCK,Đếm số QĐXP loại hình #2,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_CTCK>' via scheme TT_VIOLATION_TYPE
K_TT_78,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm của CTCK,Tổng tiền phạt loại hình #2,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Penalty Amount,MEASURE,SUM / 1_000_000
K_TT_78,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm của CTCK,Tổng tiền phạt loại hình #2,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_78,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm của CTCK,Tổng tiền phạt loại hình #2,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_CTCK>' via scheme TT_VIOLATION_TYPE
K_TT_79,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm của CTQLQ,Đếm số QĐXP loại hình #3,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_79,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm của CTQLQ,Đếm số QĐXP loại hình #3,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_79,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm của CTQLQ,Đếm số QĐXP loại hình #3,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_CTQLQ>' via scheme TT_VIOLATION_TYPE
K_TT_80,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm của CTQLQ,Tổng tiền phạt loại hình #3,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Penalty Amount,MEASURE,SUM / 1_000_000
K_TT_80,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm của CTQLQ,Tổng tiền phạt loại hình #3,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_80,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm của CTQLQ,Tổng tiền phạt loại hình #3,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_CTQLQ>' via scheme TT_VIOLATION_TYPE
K_TT_81,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm của CĐ lớn CĐ nội bộ và NCLQ của CĐNB,Đếm số QĐXP loại hình #4,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_81,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm của CĐ lớn CĐ nội bộ và NCLQ của CĐNB,Đếm số QĐXP loại hình #4,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_81,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm của CĐ lớn CĐ nội bộ và NCLQ của CĐNB,Đếm số QĐXP loại hình #4,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_CDL_CDNB>' via scheme TT_VIOLATION_TYPE
K_TT_82,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm của CĐ lớn CĐ nội bộ và NCLQ của CĐNB,Tổng tiền phạt loại hình #4,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Penalty Amount,MEASURE,SUM / 1_000_000
K_TT_82,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm của CĐ lớn CĐ nội bộ và NCLQ của CĐNB,Tổng tiền phạt loại hình #4,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_82,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm của CĐ lớn CĐ nội bộ và NCLQ của CĐNB,Tổng tiền phạt loại hình #4,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_CDL_CDNB>' via scheme TT_VIOLATION_TYPE
K_TT_83,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm giao dịch thao túng giao dịch nội bộ,Đếm số QĐXP loại hình #5,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_83,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm giao dịch thao túng giao dịch nội bộ,Đếm số QĐXP loại hình #5,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_83,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm giao dịch thao túng giao dịch nội bộ,Đếm số QĐXP loại hình #5,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_THAO_TUNG_NOI_BO>' via scheme TT_VIOLATION_TYPE
K_TT_84,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm giao dịch thao túng giao dịch nội bộ,Tổng tiền phạt loại hình #5,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Penalty Amount,MEASURE,SUM / 1_000_000
K_TT_84,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm giao dịch thao túng giao dịch nội bộ,Tổng tiền phạt loại hình #5,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_84,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm giao dịch thao túng giao dịch nội bộ,Tổng tiền phạt loại hình #5,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_THAO_TUNG_NOI_BO>' via scheme TT_VIOLATION_TYPE
K_TT_85,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm về chào bán chứng khoán,Đếm số QĐXP loại hình #6,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_85,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm về chào bán chứng khoán,Đếm số QĐXP loại hình #6,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_85,Báo cáo hoạt động vi phạm trên TTCK,Số lượng vi phạm về chào bán chứng khoán,Đếm số QĐXP loại hình #6,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_CHAO_BAN_CK>' via scheme TT_VIOLATION_TYPE
K_TT_86,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm về chào bán chứng khoán,Tổng tiền phạt loại hình #6,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Penalty Amount,MEASURE,SUM / 1_000_000
K_TT_86,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm về chào bán chứng khoán,Tổng tiền phạt loại hình #6,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_86,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt vi phạm về chào bán chứng khoán,Tổng tiền phạt loại hình #6,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_CHAO_BAN_CK>' via scheme TT_VIOLATION_TYPE
K_TT_87,Báo cáo hoạt động vi phạm trên TTCK,Số lượng các vi phạm khác,Đếm số QĐXP loại hình #7,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_87,Báo cáo hoạt động vi phạm trên TTCK,Số lượng các vi phạm khác,Đếm số QĐXP loại hình #7,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_87,Báo cáo hoạt động vi phạm trên TTCK,Số lượng các vi phạm khác,Đếm số QĐXP loại hình #7,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_KHAC>' via scheme TT_VIOLATION_TYPE
K_TT_88,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt các vi phạm khác,Tổng tiền phạt loại hình #7,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Penalty Amount,MEASURE,SUM / 1_000_000
K_TT_88,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt các vi phạm khác,Tổng tiền phạt loại hình #7,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year (hoặc MONTH nếu kỳ Tháng)
K_TT_88,Báo cáo hoạt động vi phạm trên TTCK,Số tiền xử phạt các vi phạm khác,Tổng tiền phạt loại hình #7,Báo cáo,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code VP_KHAC>' via scheme TT_VIOLATION_TYPE
